0	0.00225962
1	0.00199744
2	0.00197685
3	0.00197685
4	0.00193206
5	0.00193206
6	0.0019163
7	0.00189839
8	0.0018819
9	0.0018819
10	0.0018819
11	0.0018819
12	0.0018819
13	0.00186095
14	0.0018561
15	0.00185574
16	0.00185087
17	0.00183956
18	0.00183008
19	0.00183008
20	0.00182037
21	0.00182037
22	0.00182037
23	0.00181975
24	0.00181975
25	0.00181975
26	0.00181975
27	0.00181975
28	0.00181975
29	0.0018132
30	0.0018132
31	0.00181089
32	0.00181045
33	0.00181045
34	0.00180778
35	0.00180352
36	0.00180352
37	0.00180306
38	0.00180306
39	0.00180243
40	0.00180243
41	0.00180233
42	0.00180233
43	0.00180233
44	0.00180174
45	0.00180174
46	0.00180174
47	0.00180174
48	0.00180174
49	0.00180159
50	0.00180104
51	0.00180104
52	0.00180104
53	0.00180104
54	0.00180104
55	0.00180104
56	0.00180104
57	0.00180104
58	0.00180078
59	0.00180078
60	0.00180041
61	0.00180041
62	0.00180041
63	0.00180041
64	0.00180041
65	0.00179966
66	0.00179966
67	0.00179966
68	0.00179959
69	0.00179959
70	0.00179959
71	0.00179959
72	0.00179959
73	0.00179959
74	0.00179959
75	0.00179959
76	0.00179959
77	0.00179959
78	0.00179959
79	0.00179959
80	0.00179959
81	0.00179956
82	0.00179956
83	0.00179956
84	0.00179956
85	0.00179956
86	0.00179956
87	0.00179956
88	0.00179956
89	0.00179955
90	0.00179955
91	0.00179955
92	0.00179955
93	0.00179955
94	0.00179955
95	0.00179955
96	0.00179955
97	0.00179955
98	0.00179955
99	0.00179955
100	0.00179955
